mesh_idx,mesh_id,model_key,model_name,modality,mean_iou,mean_dice,iou_view_0,iou_view_1,iou_view_2,iou_view_3,iou_view_4,iou_view_5,iou_view_6,iou_view_7,iou_view_8,iou_view_9,iou_view_10,iou_view_11,dice_view_0,dice_view_1,dice_view_2,dice_view_3,dice_view_4,dice_view_5,dice_view_6,dice_view_7,dice_view_8,dice_view_9,dice_view_10,dice_view_11
39,3031b834ab514a0fb91e0fec151ed0ff,angular_point,Geo-aware mem + Point,point,0.7059746806820234,0.7670079817374548,0.9736875891685486,0.8753349781036377,0.7638422846794128,0.5880353450775146,0.6646988987922668,0.6999387741088867,0.8399803638458252,0.6061962842941284,0.47652098536491394,0.7100553512573242,0.5743927955627441,0.6990125179290771,0.9864150285720825,0.9304989576339722,0.8468966484069824,0.6272264122962952,0.715374231338501,0.7997032999992371,0.9042877554893494,0.6982637643814087,0.5627740025520325,0.7952346205711365,0.5994362831115723,0.7379847764968872
39,3031b834ab514a0fb91e0fec151ed0ff,angular_matte,Geo-aware mem + Matte,matte,0.6961044842998186,0.7426340927680334,0.9736875891685486,0.8982356786727905,0.9109415411949158,0.6088594794273376,0.5866756439208984,0.7543826699256897,0.9063231945037842,0.7428268790245056,0.5592465400695801,0.5149155855178833,0.47678062319755554,0.4203783869743347,0.9864150285720825,0.9441036581993103,0.951544463634491,0.6557738780975342,0.6188371777534485,0.8311460018157959,0.9496715068817139,0.8061532378196716,0.6354084014892578,0.5867819786071777,0.49333059787750244,0.4524431824684143
39,3031b834ab514a0fb91e0fec151ed0ff,dual_orig_mem,Dual (Normal+Point) + Orig mem,dual,0.7189626842737198,0.7771290838718414,0.9736875891685486,0.9169027805328369,0.9091030955314636,0.6630924344062805,0.590003490447998,0.8023635149002075,0.8403524160385132,0.6732101440429688,0.5109624862670898,0.571114182472229,0.5356557965278625,0.6411042809486389,0.9864150285720825,0.9548254013061523,0.9493681192398071,0.7028565406799316,0.646118700504303,0.8688560724258423,0.9063315987586975,0.7513391971588135,0.5899913311004639,0.6807402968406677,0.5763186812400818,0.7123880386352539
39,3031b834ab514a0fb91e0fec151ed0ff,dual_ang_mem,Dual (Normal+Point) + Geo-aware mem,dual,0.7032622943321863,0.762583002448082,0.9736875891685486,0.9169027805328369,0.9091030955314636,0.6630924344062805,0.589974582195282,0.7520797252655029,0.8705556392669678,0.6666019558906555,0.5066604018211365,0.5686730146408081,0.5180726051330566,0.5037437081336975,0.9864150285720825,0.9548254013061523,0.9493681192398071,0.7028565406799316,0.6461797952651978,0.8348289728164673,0.9246143102645874,0.7466917037963867,0.5868247747421265,0.6794974207878113,0.5643141269683838,0.5745798349380493
168,d4f7c4b5f9bd4284899477cb1f5bb48f,orig_normal,Orig mem + Normal,normal,0.32204612468679744,0.4025699719786644,0.7960237860679626,0.41837748885154724,0.47889232635498047,0.230179101228714,0.19732747972011566,0.37793323397636414,0.3799489438533783,0.19893455505371094,0.1977861076593399,0.19743125140666962,0.19667859375476837,0.19504062831401825,0.7980063557624817,0.5238909125328064,0.5640759468078613,0.2971269190311432,0.2773401737213135,0.47931718826293945,0.4873475134372711,0.2962595522403717,0.2904282510280609,0.28305062651634216,0.2649460732936859,0.26905015110969543
168,d4f7c4b5f9bd4284899477cb1f5bb48f,orig_point,Orig mem + Point,point,0.473978911836942,0.5177571500341097,0.7960237860679626,0.5646573901176453,0.3940863013267517,0.5269330143928528,0.3791236877441406,0.47126394510269165,0.6815161108970642,0.29663988947868347,0.42703166604042053,0.3847804665565491,0.3876040577888489,0.3780866265296936,0.7980063557624817,0.6536083817481995,0.44457778334617615,0.5771729350090027,0.39819493889808655,0.5211016535758972,0.7457403540611267,0.39500629901885986,0.4868832528591156,0.4002494812011719,0.402963787317276,0.3895805776119232
168,d4f7c4b5f9bd4284899477cb1f5bb48f,orig_matte,Orig mem + Matte,matte,0.37415047983328503,0.44675736129283905,0.7960237860679626,0.46797505021095276,0.5084382891654968,0.32537803053855896,0.28298500180244446,0.2706622779369354,0.46243220567703247,0.25504302978515625,0.2673552334308624,0.2686972916126251,0.2945007085800171,0.29031485319137573,0.7980063557624817,0.571590781211853,0.5839793086051941,0.3826330304145813,0.3601488769054413,0.3643046021461487,0.5643777847290039,0.3417832851409912,0.3481253385543823,0.34388259053230286,0.3563584089279175,0.34589797258377075
168,d4f7c4b5f9bd4284899477cb1f5bb48f,angular_normal,Geo-aware mem + Normal,normal,0.32142562915881473,0.4021118755141894,0.7960237860679626,0.41807085275650024,0.4728243052959442,0.22967742383480072,0.1973208487033844,0.3781869411468506,0.3791868984699249,0.1989235281944275,0.19776089489459991,0.197429820895195,0.1967046707868576,0.19499757885932922,0.7980063557624817,0.5234331488609314,0.5602137446403503,0.296363890171051,0.27732786536216736,0.47947683930397034,0.4868897497653961,0.2962607145309448,0.2904074192047119,0.28301841020584106,0.26492807269096375,0.269016295671463
168,d4f7c4b5f9bd4284899477cb1f5bb48f,angular_point,Geo-aware mem + Point,point,0.49717725068330765,0.5341013545791308,0.7960237860679626,0.5676979422569275,0.3945252597332001,0.5270724296569824,0.3788902461528778,0.46897560358047485,0.6798816323280334,0.48695430159568787,0.5211188197135925,0.38208433985710144,0.3857114315032959,0.3771912157535553,0.7980063557624817,0.6559287309646606,0.44497498869895935,0.5772044062614441,0.39749836921691895,0.5190747976303101,0.7364535331726074,0.5352802872657776,0.5567325949668884,0.39857184886932373,0.4010210633277893,0.38846927881240845
168,d4f7c4b5f9bd4284899477cb1f5bb48f,angular_matte,Geo-aware mem + Matte,matte,0.38015956431627274,0.4524473001559575,0.7960237860679626,0.48092690110206604,0.5088834762573242,0.3252769410610199,0.2827927768230438,0.2695155143737793,0.5217773914337158,0.2556631863117218,0.2677391469478607,0.2691647410392761,0.29408273100852966,0.2900681793689728,0.7980063557624817,0.5821678042411804,0.5841515064239502,0.3826085031032562,0.360029011964798,0.3634503483772278,0.6223102807998657,0.3422229588031769,0.3483603894710541,0.3442680239677429,0.35605451464653015,0.34573790431022644
