Mesh_ID,Mesh_Index,Modality,GT_Instance_ID,IoU,Dice,GT_Area,Pred_Area,Num_Predicted_Masks,Best_Pred_Mask_ID
00200996b8f34f55a2dd2f44d316d107,0,matte,10,0.05307724326848984,0.10080408304929733,11325,211662,15,1
00200996b8f34f55a2dd2f44d316d107,0,matte,11,0.018250279128551483,0.03584635257720947,3869,211662,15,1
002e462c8bfa4267a9c9f038c7966f3b,1,normal,1,0.014601510018110275,0.02878274768590927,3331,216106,8,2
002e462c8bfa4267a9c9f038c7966f3b,1,normal,2,0.9687278866767883,0.9841156005859375,6983,6930,8,6
002e462c8bfa4267a9c9f038c7966f3b,1,normal,3,0.008326857350766659,0.01651618629693985,1862,216106,8,2
002e462c8bfa4267a9c9f038c7966f3b,1,normal,4,0.4762483835220337,0.6452144384384155,39077,28919,8,3
002e462c8bfa4267a9c9f038c7966f3b,1,normal,5,0.0038807981181889772,0.00773159135133028,1443,216106,8,2
002e462c8bfa4267a9c9f038c7966f3b,1,normal,6,0.07148701697587967,0.13343515992164612,15662,216106,8,2
002e462c8bfa4267a9c9f038c7966f3b,1,point,1,0.003329657716676593,0.006637215614318848,3331,182289,5,2
002e462c8bfa4267a9c9f038c7966f3b,1,point,2,0.2288757711648941,0.37249618768692017,6983,30510,5,3
002e462c8bfa4267a9c9f038c7966f3b,1,point,3,0.009616386145353317,0.01904958486557007,1862,182289,5,2
002e462c8bfa4267a9c9f038c7966f3b,1,point,4,0.5107902884483337,0.6761895418167114,39077,30510,5,3
002e462c8bfa4267a9c9f038c7966f3b,1,point,5,0.0,0.0,1443,825029,5,0
002e462c8bfa4267a9c9f038c7966f3b,1,point,6,0.07886375486850739,0.14619779586791992,15662,182289,5,2
002e462c8bfa4267a9c9f038c7966f3b,1,matte,1,0.014506288804113865,0.02859773114323616,3331,215008,6,2
002e462c8bfa4267a9c9f038c7966f3b,1,matte,2,0.8177772760391235,0.8997551798820496,6983,8539,6,5
002e462c8bfa4267a9c9f038c7966f3b,1,matte,3,0.008350614458322525,0.016562918201088905,1862,215008,6,2
002e462c8bfa4267a9c9f038c7966f3b,1,matte,4,0.46726009249687195,0.6369151473045349,39077,28505,6,3
002e462c8bfa4267a9c9f038c7966f3b,1,matte,5,0.0031700863037258387,0.0063201370649039745,1443,215008,6,2
002e462c8bfa4267a9c9f038c7966f3b,1,matte,6,0.07149825245141983,0.13345472514629364,15662,215008,6,2
00790c705e4c4a1fbc0af9bf5c9e9525,2,normal,1,0.433040976524353,0.6043664813041687,15552,35427,7,3
00790c705e4c4a1fbc0af9bf5c9e9525,2,normal,5,0.09949947148561478,0.18099048733711243,1714,12784,7,5
