Mesh_ID,Mesh_Index,Modality,Mean_IoU,Mean_Dice,Std_IoU,Std_Dice,Num_Instances,Num_Predicted_Masks,Mesh_Runtime
074c0b05d9644dd0ab5e2b932fa2bb5a,9,normal,0.46354795935523424,0.4826477389365209,0.4639136732824021,0.4766429247696355,6,6,561.1052062511444
074c0b05d9644dd0ab5e2b932fa2bb5a,9,point,0.1663450968953839,0.23474498305828698,0.21167517201689245,0.27967446851674027,6,2,561.1052062511444
074c0b05d9644dd0ab5e2b932fa2bb5a,9,matte,0.4685023326116304,0.48621002382909256,0.46692386388965806,0.47823706037351543,6,6,561.1052062511444
0c3ca2b32545416f8f1e6f0e87def1a6,10,normal,0.4829236087243771,0.4914117810112657,0.48279096513579134,0.49114652902062517,2,9,549.8687851428986
0c3ca2b32545416f8f1e6f0e87def1a6,10,point,0.5112758260220289,0.5381501354277134,0.46511668153107166,0.4499051533639431,2,7,549.8687851428986
0c3ca2b32545416f8f1e6f0e87def1a6,10,matte,0.37464734620880336,0.42988820490427315,0.3723397582070902,0.4252836543601006,2,12,549.8687851428986
0c4e4a0b2a374553ae762bb33e8dd2d0,11,normal,0.3873117492767051,0.48149867992227274,0.3166824396474116,0.34388166469643944,6,13,527.2622752189636
0c4e4a0b2a374553ae762bb33e8dd2d0,11,point,0.15260750975479218,0.15959399795853338,0.3407489903815133,0.3558801287787135,6,9,527.2622752189636
0c4e4a0b2a374553ae762bb33e8dd2d0,11,matte,0.3689432395428109,0.41363055381710484,0.4027777142867415,0.42981899824463377,6,15,527.2622752189636
0d829115bb4d472da5d05cdf529b6694,12,normal,0.378527257591486,0.4645752627402544,0.35421848494626884,0.3341280105048926,4,9,450.961594581604
0d829115bb4d472da5d05cdf529b6694,12,point,0.5990762747824192,0.6796269565820694,0.3647072912015793,0.30614818700462654,4,8,450.961594581604
0d829115bb4d472da5d05cdf529b6694,12,matte,0.5857256930321455,0.6516613997519016,0.39285692623474877,0.3544385717741099,4,8,450.961594581604
11ad3b320ee74185ae4ba26ddc910b52,13,normal,0.16017659684681954,0.1858807347380207,0.31337717711111773,0.33604189823380964,12,3,485.4400780200958
11ad3b320ee74185ae4ba26ddc910b52,13,point,0.161747579848452,0.20484036255220417,0.27594363112274745,0.31261169773415615,12,4,485.4400780200958
11ad3b320ee74185ae4ba26ddc910b52,13,matte,0.16073575597329182,0.18467328330856012,0.31791553341974904,0.33934228929054155,12,3,485.4400780200958
13399a61f6414e4f94bdcb8ad4dbc7ce,14,normal,0.2571099096623419,0.29168158692350105,0.3745419865163881,0.3977953974514515,11,6,493.28337359428406
13399a61f6414e4f94bdcb8ad4dbc7ce,14,point,0.3244651911432315,0.34690616430386645,0.42795470808378233,0.4441169162352328,11,5,493.28337359428406
13399a61f6414e4f94bdcb8ad4dbc7ce,14,matte,0.24452304626307028,0.2830838463163342,0.3599077851726436,0.38405614746443606,11,7,493.28337359428406
13cc3ffc69964894a2bc94154aed687f,15,normal,0.19019395226033256,0.20690142777311848,0.3661281717045899,0.3665422754024821,11,5,496.67898321151733
13cc3ffc69964894a2bc94154aed687f,15,point,0.260598496498212,0.2772320781183556,0.4094583033083754,0.41966675100981765,11,6,496.67898321151733
13cc3ffc69964894a2bc94154aed687f,15,matte,0.2798789871528491,0.30673912913665513,0.40806190398959163,0.41040747981164716,11,9,496.67898321151733
144bf300ef43437096e4be61f4575bab,16,normal,0.0956455675939865,0.14060138274148545,0.18554063859289122,0.2027003498560631,17,3,507.43996238708496
144bf300ef43437096e4be61f4575bab,16,point,0.09883554086691755,0.148332147160545,0.1778538462129677,0.19697469366156403,17,4,507.43996238708496
144bf300ef43437096e4be61f4575bab,16,matte,0.09903703967574984,0.14797066972481415,0.180280231855119,0.19866418984881307,17,4,507.43996238708496
186ecaa38ee9468eb222328852afbd7c,17,normal,0.775226004421711,0.8347321152687073,0.29206179360321133,0.23511191895054986,4,10,467.81438994407654
186ecaa38ee9468eb222328852afbd7c,17,point,0.25009453104576096,0.25633092888165265,0.42335425427837103,0.4246160380529326,4,6,467.81438994407654
186ecaa38ee9468eb222328852afbd7c,17,matte,0.5095844102324918,0.5398291357269045,0.45739057019676366,0.4476677321345537,4,6,467.81438994407654
1b3e8b99913442308aa989e3f87680b3,18,normal,0.420116528469537,0.44492597493808717,0.4559233303786688,0.45785023380726436,7,6,492.5594289302826
1b3e8b99913442308aa989e3f87680b3,18,point,0.21633332914396824,0.2998106718696363,0.2415974902683039,0.28526644463255146,7,3,492.5594289302826
1b3e8b99913442308aa989e3f87680b3,18,matte,0.36506091750093866,0.4018010438552925,0.4186390353048008,0.43631192658396706,7,7,492.5594289302826
1b41e3e63867499cada873215bf255ee,19,normal,0.5065347041402545,0.532890328339168,0.45274986665336864,0.4667278716392285,7,7,444.13743329048157
1b41e3e63867499cada873215bf255ee,19,point,0.14258622011818392,0.22352647773264575,0.14146356477329525,0.21140897957752802,7,2,444.13743329048157
1b41e3e63867499cada873215bf255ee,19,matte,0.510039917060307,0.5348605939320156,0.4557979365480394,0.46839201817119147,7,6,444.13743329048157
1b4484ff850e4580a96eb29ade0c98a4,20,normal,0.10999694536440074,0.1836454900330864,0.09990316592354784,0.16175362321433337,8,2,367.78057742118835
1b4484ff850e4580a96eb29ade0c98a4,20,point,0.10575501842140511,0.1679374764644308,0.12897716823323324,0.2002661710144004,8,2,367.78057742118835
1b4484ff850e4580a96eb29ade0c98a4,20,matte,0.11061967935529537,0.18439217185368761,0.10087717508717234,0.16318666547929211,8,2,367.78057742118835
1c2814ba1a6d43e8a27fcb1d26b6aabf,21,normal,0.4667754258428301,0.5556664445570537,0.35469224254044673,0.34099970764632226,7,7,295.7104477882385
1c2814ba1a6d43e8a27fcb1d26b6aabf,21,point,0.37642813101410866,0.4526850740824427,0.3674435869905249,0.35675567429788196,7,6,295.7104477882385
1c2814ba1a6d43e8a27fcb1d26b6aabf,21,matte,0.3689534366130829,0.4449875269617353,0.3497501743982804,0.37328964701329853,7,7,295.7104477882385
1d97ec6885464f6a9ce7a4cc955bff41,22,normal,0.6660043079342964,0.6984863561204596,0.410559046412082,0.4136603520243682,12,19,247.71588969230652
1d97ec6885464f6a9ce7a4cc955bff41,22,point,0.5164036595045332,0.5627256834114102,0.4259065811935434,0.4269911725556282,12,10,247.71588969230652
1d97ec6885464f6a9ce7a4cc955bff41,22,matte,0.7331987569729487,0.7414907862742742,0.42337379539900444,0.4281157682373847,12,20,247.71588969230652
2084a523a5df4567844524afef5912db,23,normal,0.26782307766067487,0.2923356587998569,0.40065378800044793,0.41500747573133195,9,6,136.02352571487427
2084a523a5df4567844524afef5912db,23,point,0.2757194895303756,0.32559862902497927,0.3615843110899248,0.37948597046111054,9,9,136.02352571487427
2084a523a5df4567844524afef5912db,23,matte,0.271825467491807,0.30172211176573505,0.39524094587289016,0.4076792543143519,9,8,136.02352571487427
2260799ee4e342398b64ab4ce8af1559,24,normal,0.3006831158691057,0.3331253820899292,0.40163044768308664,0.42262457218273575,10,10,123.18534922599792
2260799ee4e342398b64ab4ce8af1559,24,point,0.49339917320758103,0.5925122509710491,0.32096700012860424,0.3266049513983425,10,10,123.18534922599792
2260799ee4e342398b64ab4ce8af1559,24,matte,0.2923184180195676,0.3276200446474832,0.39321902224392397,0.4148144190629862,10,9,123.18534922599792
226887c32c7a4a1f97de694e9bdbd10d,25,normal,0.29696828990043805,0.347974488345374,0.3674196921996075,0.39254247385611996,14,13,126.05976629257202
226887c32c7a4a1f97de694e9bdbd10d,25,point,0.2595507169213046,0.29400335122565074,0.37732071851211646,0.3958156105646908,14,6,126.05976629257202
226887c32c7a4a1f97de694e9bdbd10d,25,matte,0.299433902848453,0.33277378336601615,0.3944187057141471,0.42325056290379326,14,12,126.05976629257202
238bdb0c4e3e4432951c31c85a55a9c8,26,normal,0.3943053498805966,0.4650222727796063,0.3728794617891972,0.38159383237206024,4,19,107.13006234169006
238bdb0c4e3e4432951c31c85a55a9c8,26,point,0.14527345403803338,0.23727874261930992,0.10953233562249169,0.17185365375322026,4,2,107.13006234169006
238bdb0c4e3e4432951c31c85a55a9c8,26,matte,0.4355216498952359,0.5478060880559497,0.2647958416742782,0.3220548680080093,4,18,107.13006234169006
2452cceb3ce7430ab033be6d5fc12a6e,27,normal,0.7555512774058364,0.8091613023795865,0.31499019296370956,0.2924933137137432,11,13,111.24618029594421
2452cceb3ce7430ab033be6d5fc12a6e,27,point,0.6241170630197633,0.7031592664054849,0.3389162416272892,0.31857523808442934,11,14,111.24618029594421
2452cceb3ce7430ab033be6d5fc12a6e,27,matte,0.5981286025860093,0.681222271851518,0.32919779517317765,0.3318320484498983,11,11,111.24618029594421
245af7dde0cd4add9f7e11db3bbbccba,28,normal,0.6308428795697788,0.6992986081168056,0.35460585247401,0.347300420129463,6,8,122.9576027393341
245af7dde0cd4add9f7e11db3bbbccba,28,point,0.37570801419982064,0.467581305730467,0.31632892545763364,0.34767426425309284,6,4,122.9576027393341
245af7dde0cd4add9f7e11db3bbbccba,28,matte,0.7217499928859373,0.7723551895469427,0.33425871215487196,0.34280594527112085,6,9,122.9576027393341
25a32b2b119948c3b905a21db1098f45,29,normal,0.31408419537668425,0.3260545525699854,0.4403572010582149,0.45351242255494695,3,5,109.28148651123047
25a32b2b119948c3b905a21db1098f45,29,point,0.3444408383220434,0.37713606407245,0.42965141740026475,0.42329665711040115,3,4,109.28148651123047
25a32b2b119948c3b905a21db1098f45,29,matte,0.34266628076632816,0.38293708115816116,0.4161177548925928,0.41144537921854724,3,5,109.28148651123047
25a8ae3794594941bb2f7091d608b336,30,normal,0.37604627926619005,0.42890011332929134,0.3960667193864818,0.4128315066778702,13,7,144.59704208374023
25a8ae3794594941bb2f7091d608b336,30,point,0.23939474302572378,0.29081069456431297,0.32138305959199875,0.37178208498547377,13,7,144.59704208374023
25a8ae3794594941bb2f7091d608b336,30,matte,0.3377003391058399,0.39219881397170514,0.3780926342097335,0.4034840411993637,13,8,144.59704208374023
26b87e15e15b449fae1b57bdd6d477ef,31,normal,0.2739407916266758,0.3353171884082258,0.3373843735640434,0.3621917872236951,13,8,119.94596099853516
26b87e15e15b449fae1b57bdd6d477ef,31,point,0.058999164817998044,0.10543324296864179,0.061646199317120655,0.10305049361145434,13,3,119.94596099853516
26b87e15e15b449fae1b57bdd6d477ef,31,matte,0.3096107494336768,0.39752863041268516,0.30815884509595187,0.32673224000103385,13,10,119.94596099853516
2830f5fdb88942d5a3285a7433b4efea,32,normal,0.6724215655121952,0.7092379401437938,0.3937343468764371,0.4049142050341143,4,8,139.79776906967163
2830f5fdb88942d5a3285a7433b4efea,32,point,0.5911142281256616,0.6592886643484235,0.3590608225516598,0.3755200761285972,4,8,139.79776906967163
2830f5fdb88942d5a3285a7433b4efea,32,matte,0.6709850430488586,0.7061768770217896,0.3962358769158858,0.41055367540329435,4,8,139.79776906967163
29e480b958df44a2ac3a4ed12b7ee1a0,33,normal,0.37204999583108084,0.46496772300451994,0.32163395242153064,0.3362733911427911,7,5,122.59916973114014
29e480b958df44a2ac3a4ed12b7ee1a0,33,point,0.22939788363873959,0.3172409318919693,0.2517041662438284,0.2768645911159936,7,3,122.59916973114014
29e480b958df44a2ac3a4ed12b7ee1a0,33,matte,0.40578729779060396,0.5047810551311288,0.30813117826141456,0.3343107632505964,7,6,122.59916973114014
2dd2980caf87450d9ef7e42adb43f2ca,34,normal,0.5361264414257474,0.6353469375107024,0.3243059500077579,0.3000275630593784,9,18,105.59344863891602
2dd2980caf87450d9ef7e42adb43f2ca,34,point,0.5412674699392583,0.6348476790719562,0.3331169358080855,0.3148887564980674,9,13,105.59344863891602
2dd2980caf87450d9ef7e42adb43f2ca,34,matte,0.5471149757504463,0.6410073339939117,0.3339363454041593,0.30947315869088476,9,16,105.59344863891602
2e5436e635dc4336984c76a5f92c7141,35,normal,0.0,0.0,0.0,0.0,5,1,103.69919943809509
2e5436e635dc4336984c76a5f92c7141,35,point,0.0,0.0,0.0,0.0,5,1,103.69919943809509
2e5436e635dc4336984c76a5f92c7141,35,matte,0.0,0.0,0.0,0.0,5,1,103.69919943809509
2e588c7566c54e4086511411763a3e29,36,normal,0.45106953866779803,0.5080634715656439,0.4096191407818663,0.4071973141327764,15,13,128.00772356987
2e588c7566c54e4086511411763a3e29,36,point,0.40893767655361446,0.47479216385011874,0.3846254043000538,0.3928232550010447,15,11,128.00772356987
2e588c7566c54e4086511411763a3e29,36,matte,0.43485393275817236,0.5039967949191729,0.3832157521610117,0.38730675692829597,15,12,128.00772356987
