Mesh_ID,Mesh_Index,Modality,Mean_IoU,Mean_Dice,Std_IoU,Std_Dice,Num_Instances,Num_Predicted_Masks,Mesh_Runtime
2ef369ebae66464f9d2479057a6bf6d2,37,normal,0.16063998453319073,0.24953661486506462,0.150635895323564,0.21115857040393982,4,25,101.1215147972107
2ef369ebae66464f9d2479057a6bf6d2,37,point,0.19806074161897413,0.2911917148012435,0.1852640723486075,0.2559892540223218,4,19,101.1215147972107
2ef369ebae66464f9d2479057a6bf6d2,37,matte,0.1503998041152954,0.23758193477988243,0.13871603851474937,0.1989899700292687,4,25,101.1215147972107
2f7852f6833d4eb69ee3f6ef5fac5738,38,normal,0.45401162817142904,0.5295929231991371,0.37188190606474647,0.3759353836145007,12,9,123.74106335639954
2f7852f6833d4eb69ee3f6ef5fac5738,38,point,0.16840598165633006,0.17746255577518846,0.35744581133734976,0.3627224423293103,12,4,123.74106335639954
2f7852f6833d4eb69ee3f6ef5fac5738,38,matte,0.42029344510107575,0.4389289891311516,0.4645731608940117,0.4689538507569946,12,9,123.74106335639954
3031b834ab514a0fb91e0fec151ed0ff,39,normal,0.6129916901700199,0.6831282060593367,0.3469339058354735,0.3601259880182172,8,11,128.98339533805847
3031b834ab514a0fb91e0fec151ed0ff,39,point,0.3629997586394893,0.431944407755509,0.3621756207913928,0.3835662385244483,8,7,128.98339533805847
3031b834ab514a0fb91e0fec151ed0ff,39,matte,0.45089238457148895,0.5189661851618439,0.37871397872256085,0.39848617734272834,8,8,128.98339533805847
31b3720044ca458d90461a4ba5a22abf,40,normal,0.2046958354767412,0.2713427754262319,0.26290167665804903,0.3173940667980264,13,12,125.69505405426025
31b3720044ca458d90461a4ba5a22abf,40,point,0.19727684714999982,0.25131360634808375,0.2794436044822106,0.33714315758643715,13,8,125.69505405426025
31b3720044ca458d90461a4ba5a22abf,40,matte,0.19388661111028901,0.25024870308810093,0.272259789101817,0.32880402468052894,13,8,125.69505405426025
358eb80d4d074dee8cd65b4b0fa187f7,41,normal,0.4054429965714614,0.4971613734960556,0.33880134180484,0.33415635788491194,9,9,94.33734059333801
358eb80d4d074dee8cd65b4b0fa187f7,41,point,0.10506224135557811,0.17847939932511914,0.09147804473976864,0.14120848715638004,9,7,94.33734059333801
358eb80d4d074dee8cd65b4b0fa187f7,41,matte,0.3589200251218345,0.43687077590988743,0.35005436351761976,0.3585850311589141,9,8,94.33734059333801
36793e98c89f41c186617d4581598ec4,42,normal,0.2220195620595607,0.30762540338198757,0.2469525957811692,0.28027879252510607,9,5,106.22737169265747
36793e98c89f41c186617d4581598ec4,42,point,0.15246900729835033,0.21417501447204915,0.2296419027694147,0.2559166319819176,9,3,106.22737169265747
36793e98c89f41c186617d4581598ec4,42,matte,0.3008929076863246,0.36757750023389235,0.33763082856450044,0.37005492694632375,9,6,106.22737169265747
395af3909e9d4152b713769ae9182ef0,43,normal,0.4239313800353557,0.45934928208589554,0.44049993445918845,0.44165144572817844,7,9,103.53277778625488
395af3909e9d4152b713769ae9182ef0,43,point,0.4199839143880776,0.4948431955916541,0.37341594578349124,0.3700970565587319,7,7,103.53277778625488
395af3909e9d4152b713769ae9182ef0,43,matte,0.39702549609215304,0.4118212178966912,0.4605817480591325,0.47545679450107353,7,9,103.53277778625488
3a5ed2b8d5c5468897e797dcaba508a1,44,normal,0.32922862337167874,0.3992473335506824,0.3354748504577749,0.3847455889976928,13,8,102.98680067062378
3a5ed2b8d5c5468897e797dcaba508a1,44,point,0.20799804292619228,0.29773768374266535,0.20481077783366458,0.27647918344052436,13,7,102.98680067062378
3a5ed2b8d5c5468897e797dcaba508a1,44,matte,0.3398953387110781,0.40851152990944684,0.34573743527776263,0.3877045314764548,13,11,102.98680067062378
3acbbe6269234a22b93f7e44aa8b1798,45,normal,0.26923493047555286,0.3374531374623378,0.3245111257331964,0.3425682466849558,6,4,103.78805255889893
3acbbe6269234a22b93f7e44aa8b1798,45,point,0.18346215311127403,0.21461388422176242,0.33287431898105185,0.34060316242937577,6,3,103.78805255889893
3acbbe6269234a22b93f7e44aa8b1798,45,matte,0.2720191764334838,0.32733040023595095,0.34724005791303253,0.3701061890608637,6,4,103.78805255889893
3b204e1c8fa34183821cf925128f545c,46,normal,0.2038994831798066,0.23687262550395513,0.3442855475228858,0.36061855246638935,7,5,140.96842551231384
3b204e1c8fa34183821cf925128f545c,46,point,0.1923203714603525,0.2178044811797528,0.3475371499788307,0.36404236819270186,7,4,140.96842551231384
3b204e1c8fa34183821cf925128f545c,46,matte,0.2100113826038848,0.24259751679242722,0.34942603889489443,0.3663622847208611,7,5,140.96842551231384
3b4702ea84544ab5bf0cbfe91df1b789,47,normal,0.916720986366272,0.9560867249965668,0.04043656587600708,0.022023171186447144,2,9,113.21322107315063
3b4702ea84544ab5bf0cbfe91df1b789,47,point,0.47965908457990736,0.49151697498746216,0.47708153317216784,0.4863751258235425,2,6,113.21322107315063
3b4702ea84544ab5bf0cbfe91df1b789,47,matte,0.9095914661884308,0.9517894089221954,0.05489233136177063,0.030131429433822632,2,9,113.21322107315063
3d55d8d947c2402498c23c1d6dbce934,48,normal,0.24905056827369013,0.3296716038104413,0.2752385120541942,0.31854590723118076,14,9,102.04764652252197
3d55d8d947c2402498c23c1d6dbce934,48,point,0.22671544070388855,0.31799639176045147,0.2363282209984103,0.27236347349368323,14,12,102.04764652252197
3d55d8d947c2402498c23c1d6dbce934,48,matte,0.21240803430347505,0.29590191408143646,0.22692575614466107,0.292733536857129,14,10,102.04764652252197
3eac61535005406885ad708b4eb375e9,49,normal,0.28194177474360915,0.3510654863901436,0.3281030398352082,0.3517324910027105,10,9,122.636159658432
3eac61535005406885ad708b4eb375e9,49,point,0.25207079522078857,0.3247481972211972,0.29847656278737805,0.3312431948297347,10,7,122.636159658432
3eac61535005406885ad708b4eb375e9,49,matte,0.36874482948333026,0.4615353178232908,0.3203198783724804,0.33489420136274645,10,10,122.636159658432
4017fc4184ef4c2782a0231113258a17,50,normal,0.49954993038409157,0.5161641615753373,0.47607342325121627,0.4732765008477282,6,8,115.20522832870483
4017fc4184ef4c2782a0231113258a17,50,point,0.37823705064753693,0.45319009261826676,0.3695301807575517,0.35949586712366205,6,5,115.20522832870483
4017fc4184ef4c2782a0231113258a17,50,matte,0.4834013096988201,0.5084857617815336,0.460216402572874,0.4628352866185283,6,9,115.20522832870483
404f12ba60f444bca620c4405ef50bab,51,normal,0.4695905568776652,0.574121156707406,0.3025365659995062,0.32301785760746915,5,14,96.3154718875885
404f12ba60f444bca620c4405ef50bab,51,point,0.40674918372533286,0.4862033983343281,0.3520763494277698,0.3716647482621195,5,5,96.3154718875885
404f12ba60f444bca620c4405ef50bab,51,matte,0.4939767318253871,0.5927678971493151,0.31300893378742256,0.3333380736246383,5,14,96.3154718875885
4119064c292c4a6c8fc6236a8034c2f1,52,normal,0.3577875643968582,0.42526447772979736,0.3661170064997868,0.38138095604773464,3,13,109.32024240493774
4119064c292c4a6c8fc6236a8034c2f1,52,point,0.5802156436257064,0.6228963378816843,0.4069179658359443,0.43293047775976823,3,8,109.32024240493774
4119064c292c4a6c8fc6236a8034c2f1,52,matte,0.5996346548199654,0.6515084430575371,0.39255095177429167,0.40021846961943947,3,11,109.32024240493774
416ea8eb185542499bab9b523c072fd6,53,normal,0.10161973190094743,0.15603563322552613,0.14527493784999349,0.21597487029911386,7,7,120.54241681098938
416ea8eb185542499bab9b523c072fd6,53,point,0.05245369789242561,0.07673980664653104,0.12846362273651074,0.18793102790971736,7,3,120.54241681098938
416ea8eb185542499bab9b523c072fd6,53,matte,0.11030200986923384,0.16626047266514174,0.15695316411699797,0.2294929443002298,7,10,120.54241681098938
423121778c4b4e849a029b8281c68bda,54,normal,0.6146661717689962,0.6446705971944279,0.4349613762597829,0.43407042127410395,14,16,129.76234006881714
423121778c4b4e849a029b8281c68bda,54,point,0.2390498019069907,0.26633364405071397,0.38068898942478224,0.3915348397561696,14,5,129.76234006881714
423121778c4b4e849a029b8281c68bda,54,matte,0.5550582937893134,0.5822697846290664,0.4528626137883189,0.4529790088816732,14,10,129.76234006881714
42e5ff17de214f0d8aabd509f090a46c,55,normal,0.3917577222685698,0.47176208286934224,0.35685794546070143,0.36014477407651363,6,5,126.6116509437561
42e5ff17de214f0d8aabd509f090a46c,55,point,0.21067061585684618,0.322323905924956,0.1495781626022042,0.20892490702925792,6,4,126.6116509437561
42e5ff17de214f0d8aabd509f090a46c,55,matte,0.3419826743386996,0.4083064346341416,0.36205345731122884,0.37956974642831454,6,7,126.6116509437561
439ee7ebf11d45739dbef21b91669c1b,56,normal,0.5418069384657429,0.6086468962952495,0.3776720170758135,0.38671154688999687,10,15,127.69075846672058
439ee7ebf11d45739dbef21b91669c1b,56,point,0.3584826654623612,0.3777134894990013,0.440590848678913,0.46303071731575685,10,8,127.69075846672058
439ee7ebf11d45739dbef21b91669c1b,56,matte,0.3991786763537675,0.46126742284977806,0.37812202709243614,0.40835989102928094,10,13,127.69075846672058
45adf40fce0a4690878d1c23c95f8477,57,normal,0.39306073565530825,0.5114005078183255,0.24804973335921401,0.2991546335093297,5,10,142.4158263206482
45adf40fce0a4690878d1c23c95f8477,57,point,0.25168275758624076,0.37760940939188004,0.15920325380863634,0.19480356500190785,5,8,142.4158263206482
45adf40fce0a4690878d1c23c95f8477,57,matte,0.36648580357432364,0.4939296953380108,0.2176129062699563,0.2677494104362855,5,13,142.4158263206482
45f763b1243e4836a75f22278b80f6fe,58,normal,0.9873731136322021,0.9936464428901672,0.0,0.0,1,6,112.80037140846252
45f763b1243e4836a75f22278b80f6fe,58,point,0.9885040521621704,0.9942187666893005,0.0,0.0,1,5,112.80037140846252
45f763b1243e4836a75f22278b80f6fe,58,matte,0.9830408692359924,0.991447925567627,0.0,0.0,1,9,112.80037140846252
474fd643f4204ee59ff73fe9b1916239,59,normal,0.40999613640209037,0.4891496238609155,0.36123706619686685,0.3657715302225786,3,8,122.78735089302063
474fd643f4204ee59ff73fe9b1916239,59,point,0.4284844969709714,0.4961113731066386,0.3939029218026233,0.3818218652164122,3,3,122.78735089302063
474fd643f4204ee59ff73fe9b1916239,59,matte,0.4059585506717364,0.48424604410926503,0.3628480006218903,0.3661818068202543,3,8,122.78735089302063
47e55754cfde48a49c3dfe12e393dc18,60,normal,0.34511688811471686,0.4020710329641588,0.36897048355999634,0.40889243487843735,4,6,139.71562433242798
47e55754cfde48a49c3dfe12e393dc18,60,point,0.3503210073977243,0.40379341662628576,0.37874128607562946,0.4147071302456359,4,5,139.71562433242798
47e55754cfde48a49c3dfe12e393dc18,60,matte,0.3533906951925019,0.40559516931534745,0.3834620743508123,0.41633457774138866,4,5,139.71562433242798
4af3caebbad24f25a04e4db48a85b74d,61,normal,0.2507097639434505,0.30941361222648994,0.31914492634422265,0.3624348954703373,10,7,107.51582455635071
4af3caebbad24f25a04e4db48a85b74d,61,point,0.24703831711885868,0.3378477011268842,0.2498681750767604,0.29587768365978706,10,5,107.51582455635071
4af3caebbad24f25a04e4db48a85b74d,61,matte,0.19274103296920658,0.23319649379700422,0.31233703334154267,0.34751346871971117,10,3,107.51582455635071
4b57e73e82ab400aa307adac36ea0e5e,62,normal,0.19708292096765945,0.22251483925356297,0.3378024532973563,0.3783205179700425,4,7,105.28901886940002
4b57e73e82ab400aa307adac36ea0e5e,62,point,0.12200822083104867,0.16576758625160437,0.20753987914047528,0.2795809862288085,4,2,105.28901886940002
4b57e73e82ab400aa307adac36ea0e5e,62,matte,0.24122528695806977,0.24591014612087747,0.4172283016175583,0.4247571608223416,4,8,105.28901886940002
4c1be75a50094357892d1cb8b6ad3f34,63,normal,0.5166903765367654,0.5639549790386809,0.41372833485202143,0.4321914383045887,15,14,137.9356484413147
4c1be75a50094357892d1cb8b6ad3f34,63,point,0.2780923530875953,0.2971903341313009,0.412895656446075,0.4289948374104572,15,7,137.9356484413147
4c1be75a50094357892d1cb8b6ad3f34,63,matte,0.4623717281705467,0.4943189717431475,0.4366616115345322,0.4632039824547096,15,11,137.9356484413147
4c387f86d1b4436f86abb37ee060fd7a,64,normal,0.5674719429574907,0.617051311954856,0.4188928925181997,0.40339446544094465,10,10,126.31845259666443
4c387f86d1b4436f86abb37ee060fd7a,64,point,0.4693560414016247,0.5434528319165111,0.3831002942472042,0.3687947243192923,10,8,126.31845259666443
4c387f86d1b4436f86abb37ee060fd7a,64,matte,0.6324734969995915,0.6973605608567596,0.36441257430328017,0.3527538654935464,10,9,126.31845259666443
4ca574ac76344394b73acde0ef7b9bf4,65,normal,0.19269090784447535,0.2739861783172403,0.21582506668971793,0.27379853924648795,7,6,114.20935034751892
4ca574ac76344394b73acde0ef7b9bf4,65,point,0.14202736863600357,0.19585623632052115,0.22060722805414734,0.27548632140503315,7,4,114.20935034751892
4ca574ac76344394b73acde0ef7b9bf4,65,matte,0.19235791199441468,0.2737227449459689,0.2152409049262254,0.27332323188640223,7,6,114.20935034751892
4d33f78f60a245e0b4cf812637509e9a,66,normal,0.44332800580175696,0.497650134813739,0.39406253012378045,0.4288828964662804,9,8,100.68764901161194
4d33f78f60a245e0b4cf812637509e9a,66,point,0.11043825542138722,0.17137988747627889,0.1441719591661667,0.21291728521298456,9,4,100.68764901161194
4d33f78f60a245e0b4cf812637509e9a,66,matte,0.43913135062757647,0.49215179452666136,0.3998408641088435,0.42790495718004207,9,9,100.68764901161194
4d350186abc74076ae0c7d91d04a78fa,67,normal,0.7612375617027283,0.8589056531588236,0.12359390364522155,0.07887881304233599,3,7,105.05991411209106
4d350186abc74076ae0c7d91d04a78fa,67,point,0.3208329479287689,0.35330925687837106,0.4132804831594242,0.4238862316600354,3,7,105.05991411209106
4d350186abc74076ae0c7d91d04a78fa,67,matte,0.8250428040822347,0.9008752306302389,0.09784370913104094,0.060823317947857725,3,7,105.05991411209106
4f9391e9db8b453ea08c7c0109077d17,68,normal,0.7539497974794358,0.775955238705501,0.3794375137949634,0.38784759184672685,5,10,112.93646931648254
4f9391e9db8b453ea08c7c0109077d17,68,point,0.6397175648715347,0.700032140314579,0.3614383119292456,0.3687123671209673,5,11,112.93646931648254
4f9391e9db8b453ea08c7c0109077d17,68,matte,0.670878765929956,0.7280543866800144,0.3438409801370052,0.3662891034514651,5,8,112.93646931648254
4ff841231d7d4c54ac917e63c678c9fc,69,normal,0.4833834300266062,0.49158288706348685,0.483412496181254,0.49145167322559613,4,8,96.23580837249756
4ff841231d7d4c54ac917e63c678c9fc,69,point,0.47932250863141235,0.4904603763952764,0.47837545530195724,0.4874278119870892,4,12,96.23580837249756
4ff841231d7d4c54ac917e63c678c9fc,69,matte,0.48476456105709076,0.49224330484867096,0.4848477224357396,0.49226507926372537,4,8,96.23580837249756
53d9d21ff95f42428225f906cd9a0a5a,70,normal,0.43342647330560297,0.509386365799318,0.3647945315549684,0.3784369888027923,11,10,127.10362195968628
53d9d21ff95f42428225f906cd9a0a5a,70,point,0.30189394622125704,0.35071523290323303,0.3817585449339476,0.3888377812988922,11,7,127.10362195968628
53d9d21ff95f42428225f906cd9a0a5a,70,matte,0.3465352550053715,0.42815252480266447,0.32528953527924687,0.3612616120666588,11,7,127.10362195968628
554899583c654f3e84ba4b4263b4bb94,71,normal,0.11285141180754484,0.16661981052554134,0.17482627239611967,0.23125248337850163,12,7,128.36578750610352
554899583c654f3e84ba4b4263b4bb94,71,point,0.09609667432262843,0.13076038126988956,0.19449039686280786,0.25192759204199183,12,6,128.36578750610352
554899583c654f3e84ba4b4263b4bb94,71,matte,0.1990483557134818,0.24983431204479226,0.30142541412996676,0.33183874485810894,12,8,128.36578750610352
55fcb4c56c9345e0bb18738061aeb7a1,72,normal,0.18679315294139087,0.2813282855786383,0.17067801876710598,0.23362340650497557,4,2,100.30283451080322
55fcb4c56c9345e0bb18738061aeb7a1,72,point,0.19063357915729284,0.2857652590610087,0.1738267644038973,0.23702354307501386,4,2,100.30283451080322
55fcb4c56c9345e0bb18738061aeb7a1,72,matte,0.1907622879371047,0.28550822101533413,0.17511221980095404,0.23830440583099677,4,2,100.30283451080322
5700259eeb494b8f8a0b8f63486c59cc,73,normal,0.18703899764093673,0.22475031403721207,0.3087310161894888,0.3486540576630874,9,6,129.92062830924988
5700259eeb494b8f8a0b8f63486c59cc,73,point,0.04853414468622456,0.08862721521614327,0.04837795804622681,0.08557750468280413,9,2,129.92062830924988
5700259eeb494b8f8a0b8f63486c59cc,73,matte,0.22017396650173598,0.2888713320199814,0.27299493464366636,0.3243021809147463,9,6,129.92062830924988
58685e436e6242c188b95fcc2ba7c1d3,74,normal,0.27594343076149624,0.32974208891391754,0.34427747575817513,0.3815312282191692,3,2,99.55563569068909
58685e436e6242c188b95fcc2ba7c1d3,74,point,0.33247188895666113,0.3649462495116798,0.42072793551391735,0.4253901363131966,3,2,99.55563569068909
58685e436e6242c188b95fcc2ba7c1d3,74,matte,0.3278680021564166,0.3594244495034218,0.41931657145319173,0.42621541211395414,3,2,99.55563569068909
5ae22f04776a4a06997eb427eafcb07c,75,normal,0.31298117322148755,0.40894548274809495,0.27997673965473635,0.32358322219882957,8,12,125.91311550140381
5ae22f04776a4a06997eb427eafcb07c,75,point,0.1764168549561873,0.27239700639620423,0.1567742658105003,0.20867628695087467,8,4,125.91311550140381
5ae22f04776a4a06997eb427eafcb07c,75,matte,0.2054566759543377,0.2803896288241958,0.2451532545172683,0.30078077222820476,8,8,125.91311550140381
5c3ec179b3fb4fb1b006ff935d5dfb77,76,normal,0.2039711624652577,0.25172154057285157,0.3076562937584978,0.3464279827427568,13,4,121.09077310562134
5c3ec179b3fb4fb1b006ff935d5dfb77,76,point,0.23950077921528226,0.3009110861726535,0.3153148632391431,0.340949214826604,13,7,121.09077310562134
5c3ec179b3fb4fb1b006ff935d5dfb77,76,matte,0.43666795624728993,0.5301823744778701,0.3289266884015843,0.3457721710016909,13,9,121.09077310562134
5c670e2d8c014a35be0710652e87473a,77,normal,0.33049223124980925,0.44569777846336367,0.27612831173342234,0.246259676097525,5,5,104.00729036331177
5c670e2d8c014a35be0710652e87473a,77,point,0.19437055587768554,0.32533603310585024,0.010975688962257,0.015428077129461096,5,12,104.00729036331177
5c670e2d8c014a35be0710652e87473a,77,matte,0.3249101221561432,0.4421840786933899,0.2659425037810381,0.24056376733037735,5,8,104.00729036331177
5c729845f27e4f359d31521c69dc60e3,78,normal,0.47544379817554727,0.5471585029736161,0.37821295546756845,0.3843564558197477,4,6,108.80796480178833
5c729845f27e4f359d31521c69dc60e3,78,point,0.23877517364599044,0.2505647770012729,0.4035800407241606,0.414197015166164,4,4,108.80796480178833
5c729845f27e4f359d31521c69dc60e3,78,matte,0.4771259962581098,0.549133500084281,0.37953874379422875,0.38189473193067713,4,6,108.80796480178833
5eba9c3b53294dc08605c801f8152bbe,79,normal,0.2898108761291951,0.3524492857977748,0.3475405121622348,0.36426588226205475,8,14,136.33129978179932
5eba9c3b53294dc08605c801f8152bbe,79,point,0.3341590020863805,0.3917209182982333,0.37138061904428393,0.3938570782766368,8,11,136.33129978179932
5eba9c3b53294dc08605c801f8152bbe,79,matte,0.2995675082559046,0.365512711416244,0.33278933424907253,0.3741100396670352,8,14,136.33129978179932
5f1e1e7148424a6bae25b5138ba0088e,80,normal,0.18016810731993055,0.2083574863865435,0.3213061755304895,0.3586141245220663,19,11,123.41645336151123
5f1e1e7148424a6bae25b5138ba0088e,80,point,0.19857587952293743,0.2047459386680394,0.3839543399590374,0.39523823452807133,19,8,123.41645336151123
5f1e1e7148424a6bae25b5138ba0088e,80,matte,0.1455332509327778,0.18171317580057994,0.276487782013002,0.30250514793220407,19,8,123.41645336151123
5fad3a288517425e96b5cc4a86ebfb46,81,normal,0.3421995479729958,0.45012495273840614,0.26877049571808115,0.3043217479581566,4,10,107.33627939224243
5fad3a288517425e96b5cc4a86ebfb46,81,point,0.08557651306819025,0.12767098638778407,0.14779591330687417,0.22027951119239275,4,6,107.33627939224243
5fad3a288517425e96b5cc4a86ebfb46,81,matte,0.42868886317592114,0.5351105185691267,0.2859442458460343,0.3283523205563627,4,13,107.33627939224243
5fb5b1704b464f5c94b667f1b630bb39,82,normal,0.6596826296299696,0.7211743280291557,0.35086286332040767,0.3532964825462483,5,7,107.25170874595642
5fb5b1704b464f5c94b667f1b630bb39,82,point,0.31205098051577806,0.4314067978411913,0.21366217302082677,0.2729106349959033,5,4,107.25170874595642
5fb5b1704b464f5c94b667f1b630bb39,82,matte,0.7017920397222042,0.7446787647902966,0.37580744055206644,0.36692349657572176,5,7,107.25170874595642
611b64ba5c9f427aba7b20a8f4220a27,83,normal,0.37675497928508916,0.4789880297343748,0.3008451915478544,0.3187161567274399,13,8,144.46519446372986
611b64ba5c9f427aba7b20a8f4220a27,83,point,0.22147856549851824,0.299682736221327,0.25914894530314975,0.3003029347746719,13,6,144.46519446372986
611b64ba5c9f427aba7b20a8f4220a27,83,matte,0.37628018080098313,0.4778218509602014,0.30235262660627166,0.3200905291465842,13,9,144.46519446372986
614459e9cdfb4a06abbf2d6ac962a08a,84,normal,0.1744854089005717,0.21962456963956356,0.28951846358900224,0.31743623558994366,7,4,133.1775186061859
614459e9cdfb4a06abbf2d6ac962a08a,84,point,0.17850436769159778,0.21923526921974762,0.3060474306484723,0.3255037832518274,7,6,133.1775186061859
614459e9cdfb4a06abbf2d6ac962a08a,84,matte,0.17898436582514218,0.2198598656271185,0.30626764959807135,0.32567288459319926,7,4,133.1775186061859
63536adbd96147a8869ee36d7f6cfd92,85,normal,0.5705994634724144,0.6185703088510005,0.4132305079781222,0.41422047004028323,12,10,129.17647910118103
63536adbd96147a8869ee36d7f6cfd92,85,point,0.2737195581188037,0.30351431784947636,0.3953672342555812,0.40937992753355484,12,7,129.17647910118103
